tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0600670002200,06067002200,G0600670002200,06067002200,1,1,1,1,1,1,1,1
G0600670002300,06067002300,G0600670002300,06067002300,1,1,1,1,1,1,1,1
G0600670002400,06067002400,G0600670002400,06067002400,1,1,1,1,1,1,1,1
G0600670002500,06067002500,G0600670002500,06067002500,1,1,1,1,1,1,1,1
G0600670002600,06067002600,G0600670002600,06067002600,1,1,1,1,1,1,1,1
G0600670002700,06067002700,G0600670002700,06067002700,1,1,1,1,1,1,1,1
G0600670002800,06067002800,G0600670002800,06067002800,1,1,1,1,1,1,1,1
G0600670002900,06067002900,G0600670002900,06067002900,1,1,1,1,1,1,1,1
G0600670003000,06067003000,G0600670003001,06067003001,0.4325650834,0.4211896379,0.4066813806,0.4226708246,0.3631910032,0.361841388,0.3689765819,0.3548122649
G0600670003000,06067003000,G0600670003002,06067003002,0.5548643289,0.5780892884,0.5925706382,0.5769482646,0.6361538462,0.6371681416,0.6300390117,0.6450094162
G0600670003000,06067003000,G0600670003101,06067003101,0.0097434053,0.0007210736,0.0007479812,0.0003809108,0.0006551506,0.0009904705,0.0009844064,0.0001783189
G0600670003000,06067003000,G0600670003102,06067003102,0.0028271823,0,0,0,0,0,0,0
G0600670003101,06067003101,G0600670003101,06067003101,1,1,1,1,1,1,1,1
G0600670003102,06067003102,G0600670003102,06067003102,1,1,1,1,1,1,1,1
G0600670003202,06067003202,G0600670003202,06067003202,1,1,1,1,1,1,1,1
G0600670003203,06067003203,G0600670003203,06067003203,1,1,1,1,1,1,1,1
G0600670003204,06067003204,G0600670003204,06067003204,1,1,1,1,1,1,1,1
G0600670003300,06067003300,G0600670003300,06067003300,1,1,1,1,1,1,1,1
G0600670003400,06067003400,G0600670003400,06067003400,1,1,1,1,1,1,1,1
G0600670003501,06067003501,G0600670003501,06067003501,1,1,1,1,1,1,1,1
G0600670003502,06067003502,G0600670003502,06067003502,1,1,1,1,1,1,1,1
G0600670003600,06067003600,G0600670003600,06067003600,1,1,1,1,1,1,1,1
G0600670003700,06067003700,G0600670003700,06067003700,1,1,1,1,1,1,1,1
G0600670003800,06067003800,G0600670003800,06067003800,1,1,1,1,1,1,1,1
G0600670003900,06067003900,G0600670003900,06067003900,1,1,1,1,1,1,1,1
G0600670004001,06067004001,G0600670003400,06067003400,0.0024797051,0,0,0,0,0,0,0
G0600670004001,06067004001,G0600670004013,06067004013,0.7074406745,0.5751520417,0.5822566753,0.6087231353,0.5482490272,0.5359292035,0.6628131021,0.3721618954
G0600670004001,06067004001,G0600670004014,06067004014,0.2900796204,0.4248479583,0.4177433247,0.3912768647,0.4517509728,0.4640707965,0.3371868979,0.6278381046
G0600670004004,06067004004,G0600670004015,06067004015,0.5946801864,0.6651330923,0.6719983802,0.6524424481,0.6756134969,0.6806167401,0.6496350365,0.747826087
G0600670004004,06067004004,G0600670004016,06067004016,0.4053198136,0.3348669077,0.3280016198,0.3475575519,0.3243865031,0.3193832599,0.3503649635,0.252173913
G0600670004005,06067004005,G0600670004005,06067004005,1,1,1,1,1,1,1,1
G0600670004006,06067004006,G0600670004006,06067004006,1,1,1,1,1,1,1,1
G0600670004008,06067004008,G0600670004008,06067004008,1,1,1,1,1,1,1,1
G0600670004009,06067004009,G0600670004017,06067004017,0.5229043828,0.5527393254,0.5543025251,0.5400440852,0.5648064806,0.5685518423,0.5739795918,0.5544933078
G0600670004009,06067004009,G0600670004018,06067004018,0.4770956172,0.4472606746,0.4456974749,0.4599559148,0.4351935194,0.4314481577,0.4260204082,0.4455066922
G0600670004010,06067004010,G0600670004019,06067004019,0.5322816204,0.5991034886,0.5883060635,0.6276422764,0.522330923,0.5177584846,0.7598039216,0.3960912052
G0600670004010,06067004010,G0600670004020,06067004020,0.4677183796,0.4008965114,0.4116939365,0.3723577236,0.477669077,0.4822415154,0.2401960784,0.6039087948
G0600670004011,06067004011,G0600670004011,06067004011,1,1,1,1,1,1,1,1
G0600670004012,06067004012,G0600670004012,06067004012,1,1,1,1,1,1,1,1
G0600670004100,06067004100,G0600670004100,06067004100,1,1,1,1,1,1,1,1
G0600670004201,06067004201,G0600670004201,06067004201,1,1,1,1,1,1,1,1
G0600670004202,06067004202,G0600670004202,06067004202,1,1,1,1,1,1,1,1
G0600670004203,06067004203,G0600670004203,06067004203,1,1,1,1,1,1,1,1
G0600670004300,06067004300,G0600670004301,06067004301,0.2980287228,0.491049932,0.4879884689,0.5165007858,0.5224010439,0.522790329,0.5420849421,0.4970119522
G0600670004300,06067004300,G0600670004302,06067004302,0.7017769399,0.508950068,0.5120115311,0.4834992142,0.4775989561,0.477209671,0.4579150579,0.5029880478
G0600670004300,06067004300,G0600670009601,06067009601,0.0001943373,0,0,0,0,0,0,0
G0600670004401,06067004401,G0600670004401,06067004401,1,1,1,1,1,1,1,1
G0600670004402,06067004402,G0600670004402,06067004402,1,1,1,1,1,1,1,1
G0600670004501,06067004501,G0600670004501,06067004501,1,1,1,1,1,1,1,1
G0600670004502,06067004502,G0600670004502,06067004502,1,1,1,1,1,1,1,1
G0600670004601,06067004601,G0600670004603,06067004603,0.3180508722,0.3389808248,0.3435248296,0.3451219512,0.3620915033,0.3728278041,0.3183246073,0.3932835821
G0600670004601,06067004601,G0600670004604,06067004604,0.6819491278,0.6610191752,0.6564751704,0.6548780488,0.6379084967,0.6271721959,0.6816753927,0.6067164179
G0600670004602,06067004602,G0600670004602,06067004602,1,1,1,1,1,1,1,1
G0600670004701,06067004701,G0600670004701,06067004701,1,1,1,1,1,1,1,1
G0600670004702,06067004702,G0600670004702,06067004702,1,1,1,1,1,1,1,1
G0600670004801,06067004801,G0600670004801,06067004801,1,1,1,1,1,1,1,1
G0600670004802,06067004802,G0600670004802,06067004802,1,1,1,1,1,1,1,1
G0600670004903,06067004903,G0600670004907,06067004907,0.1785620139,0.3483679525,0.2898550725,0.3653458697,0.3671833244,0.397234144,0.0914948454,0.5625570776
G0600670004903,06067004903,G0600670004908,06067004908,0.8214379861,0.6516320475,0.7101449275,0.6346541303,0.6328166756,0.602765856,0.9085051546,0.4374429224
G0600670004904,06067004904,G0600670004904,06067004904,1,1,1,1,1,1,1,1
G0600670004905,06067004905,G0600670004909,06067004909,0.5009088471,0.3991577681,0.4122922135,0.3873144399,0.4377376426,0.4341991342,0.4568047337,0.4249404289
G0600670004905,06067004905,G0600670004910,06067004910,0.4990911529,0.6008422319,0.5877077865,0.6126855601,0.5622623574,0.5658008658,0.5431952663,0.5750595711
G0600670004906,06067004906,G0600670004906,06067004906,1,1,1,1,1,1,1,1
G0600670005001,06067005001,G0600670005003,06067005003,0.6651746083,0.5870235599,0.5899368864,0.5964912281,0.6173316173,0.611627907,0.6847328244,0.5308521058
G0600670005001,06067005001,G0600670005004,06067005004,0.3348253917,0.4129764401,0.4100631136,0.4035087719,0.3826683827,0.388372093,0.3152671756,0.4691478942
G0600670005002,06067005002,G0600670005002,06067005002,1,1,1,1,1,1,1,1
G0600670005101,06067005101,G0600670005101,06067005101,1,1,1,1,1,1,1,1
G0600670005102,06067005102,G0600670005102,06067005102,1,1,1,1,1,1,1,1
G0600670005201,06067005201,G0600670005201,06067005201,1,1,1,1,1,1,1,1
G0600670005201,06067005201,G0600670005403,06067005403,0,0,0,0,0,0,0,0
G0600670005202,06067005202,G0600670005202,06067005202,1,1,1,1,1,1,1,1
G0600670005202,06067005202,G0600670005404,06067005404,0,0,0,0,0,0,0,0
G0600670005204,06067005204,G0600670005204,06067005204,1,1,1,1,1,1,1,1
G0600670005205,06067005205,G0600670005205,06067005205,1,1,1,1,1,1,1,1
G0600670005301,06067005301,G0600670000300,06067000300,0.000894534,0,0,0,0,0,0,0
G0600670005301,06067005301,G0600670005301,06067005301,0.999105466,1,1,1,1,1,1,1
G0600670005301,06067005301,G0600670006901,06067006901,0,0,0,0,0,0,0,0
G0600670005402,06067005402,G0600670000100,06067000100,0,0,0,0,0,0,0,0
G0600670005402,06067005402,G0600670005402,06067005402,0.9922061014,1,1,1,1,1,1,1
G0600670005402,06067005402,G0600670005506,06067005506,0.0077938986,0,0,0,0,0,0,0
G0600670005403,06067005403,G0600670005403,06067005403,1,1,1,1,1,1,1,1
G0600670005404,06067005404,G0600670005404,06067005404,0.9971878268,1,1,1,1,1,1,1
G0600670005404,06067005404,G0600670005508,06067005508,0.0028121732,0,0,0,0,0,0,0
G0600670005502,06067005502,G0600670005502,06067005502,1,1,1,1,1,1,1,1
G0600670005505,06067005505,G0600670005505,06067005505,1,1,1,1,1,1,1,1
G0600670005506,06067005506,G0600670005402,06067005402,0.0304904966,0,0,0,0,0,0,0
G0600670005506,06067005506,G0600670005506,06067005506,0.9695095034,1,1,1,1,1,1,1
G0600670005508,06067005508,G0600670005508,06067005508,1,1,1,1,1,1,1,1
G0600670005509,06067005509,G0600670005509,06067005509,1,1,1,1,1,1,1,1
G0600670005510,06067005510,G0600670005510,06067005510,1,1,1,1,1,1,1,1
G0600670005601,06067005601,G0600670005601,06067005601,1,1,1,1,1,1,1,1
G0600670005605,06067005605,G0600670005605,06067005605,1,1,1,1,1,1,1,1
G0600670005606,06067005606,G0600670005606,06067005606,1,1,1,1,1,1,1,1
G0600670005701,06067005701,G0600670005701,06067005701,1,1,1,1,1,1,1,1
G0600670005702,06067005702,G0600670005702,06067005702,1,1,1,1,1,1,1,1
G0600670005801,06067005801,G0600670005801,06067005801,1,1,1,1,1,1,1,1
G0600670005803,06067005803,G0600670005803,06067005803,1,1,1,1,1,1,1,1
G0600670005804,06067005804,G0600670005804,06067005804,1,1,1,1,1,1,1,1
G0600670005901,06067005901,G0600670005901,06067005901,0.9991144374,1,1,1,1,1,1,1
G0600670005901,06067005901,G0600670007504,06067007504,0.0008855626,0,0,0,0,0,0,0
G0600670005903,06067005903,G0600670005903,06067005903,1,1,1,1,1,1,1,1
G0600670005904,06067005904,G0600670005904,06067005904,1,1,1,1,1,1,1,1
G0600670006002,06067006002,G0600670006002,06067006002,1,1,1,1,1,1,1,1
G0600670006003,06067006003,G0600670006003,06067006003,1,1,1,1,1,1,1,1
G0600670006004,06067006004,G0600670006004,06067006004,1,1,1,1,1,1,1,1
G0600670006101,06067006101,G0600670006101,06067006101,1,1,1,1,1,1,1,1
G0600670006102,06067006102,G0600670006102,06067006102,1,1,1,1,1,1,1,1
G0600670006201,06067006201,G0600670006203,06067006203,0.4123245598,0.4588235294,0.4543359866,0.4552394171,0.4629001883,0.4786017641,0.4210526316,0.4821330401
G0600670006201,06067006201,G0600670006204,06067006204,0.5876754402,0.5411764706,0.5456640134,0.5447605829,0.5370998117,0.5213982359,0.5789473684,0.5178669599
G0600670006202,06067006202,G0600670006202,06067006202,0.9984231804,1,1,1,1,1,1,1
G0600670006202,06067006202,G0600670007413,06067007413,0.0015768196,0,0,0,0,0,0,0
G0600670006300,06067006300,G0600670006300,06067006300,1,1,1,1,1,1,1,1
G0600670006400,06067006400,G0600670006400,06067006400,0.999174493,1,1,1,1,1,1,1
G0600670006400,06067006400,G0600670007301,06067007301,0.000825507,0,0,0,0,0,0,0
G0600670006500,06067006500,G0600670006501,06067006501,0.4291410272,0.6575259907,0.6426480522,0.6301470588,0.6577682862,0.6699716714,0.5118025751,0.8023379384
G0600670006500,06067006500,G0600670006502,06067006502,0.5609326263,0.3424740093,0.3573519478,0.3698529412,0.3422317138,0.3300283286,0.4881974249,0.1976620616
G0600670006500,06067006500,G0600670006704,06067006704,0.0091261331,0,0,0,0,0,0,0
G0600670006500,06067006500,G0600670006706,06067006706,0.0008002134,0,0,0,0,0,0,0
G0600670006600,06067006600,G0600670006600,06067006600,1,1,1,1,1,1,1,1
G0600670006701,06067006701,G0600670006703,06067006703,0.6371258985,0.5847072879,0.5778432732,0.5741971207,0.5710638298,0.5666403785,0.6484304933,0.5012145749
G0600670006701,06067006701,G0600670006704,06067006704,0.3628741015,0.4152927121,0.4221567268,0.4258028793,0.4289361702,0.4333596215,0.3515695067,0.4987854251
G0600670006702,06067006702,G0600670006501,06067006501,0.0023517729,0.0007811887,0.0007823736,0.0006096944,0.000611094,0.0007272817,0.0007255266,0.0005207466
G0600670006702,06067006702,G0600670006600,06067006600,0.002005271,0.000503349,0.0006027431,0.0006354907,0.0005156258,0.0004602465,0,0.0009227251
G0600670006702,06067006702,G0600670006705,06067006705,0.6158197741,0.6136243386,0.6019007392,0.621242485,0.610298103,0.6071601355,0.5417690418,0.6644034918
G0600670006702,06067006702,G0600670006706,06067006706,0.379823182,0.3850911237,0.3967141441,0.3775123299,0.3885751773,0.3916523364,0.4575054316,0.3341530366
G0600670006800,06067006800,G0600670006600,06067006600,0.0061335303,0.0012584623,0.0013088856,0.0011234509,0.0012162484,0.0015193792,0.0019097886,0.0008922336
G0600670006800,06067006800,G0600670006801,06067006801,0.2970492234,0.2420681641,0.2492015268,0.2379359874,0.2389393179,0.2354894928,0.3248077687,0.1988224597
G0600670006800,06067006800,G0600670006802,06067006802,0.237393296,0.3625754527,0.3497345855,0.3723056826,0.3966942149,0.4043092522,0.1816793893,0.497146933
G0600670006800,06067006800,G0600670006803,06067006803,0.4397711825,0.3940979209,0.399755002,0.3886348792,0.3631502188,0.3586818758,0.4916030534,0.3031383738
G0600670006800,06067006800,G0600670007001,06067007001,0.0196527678,0,0,0,0,0,0,0
G0600670006900,06067006900,G0600670006901,06067006901,0.6890600986,0.3445307579,0.3873849486,0.368213228,0.4094185488,0.3822426011,0.5777496839,0.3062015504
G0600670006900,06067006900,G0600670006902,06067006902,0.3108248656,0.6554692421,0.6126150514,0.631786772,0.5905814512,0.6177573989,0.4222503161,0.6937984496
G0600670006900,06067006900,G0600670007001,06067007001,0.0001150358,0,0,0,0,0,0,0
G0600670007001,06067007001,G0600670007001,06067007001,1,1,1,1,1,1,1,1
G0600670007004,06067007004,G0600670007021,06067007021,0.8239391104,0.5609982743,0.5548757879,0.5642068565,0.5264560335,0.525751073,0.7408450704,0.3802816901
G0600670007004,06067007004,G0600670007022,06067007022,0.1760608896,0.4390017257,0.4451242121,0.4357931435,0.4735439665,0.474248927,0.2591549296,0.6197183099
G0600670007007,06067007007,G0600670007007,06067007007,0.9923915921,0.9897197522,0.989550238,0.9890962035,0.9899415639,0.9894078153,0.9888048552,0.991759545
G0600670007007,06067007007,G0600670007013,06067007013,0.0005159818,0.0004251673,0.0004306844,0.0004537545,0.0004429498,0.0004732989,0.0004799387,0.0003837921
G0600670007007,06067007007,G0600670007023,06067007023,0.0070924261,0.0098550805,0.0100190776,0.010450042,0.0096154863,0.0101188858,0.0107152061,0.0078566629
G0600670007010,06067007010,G0600670007010,06067007010,1,1,1,1,1,1,1,1
G0600670007011,06067007011,G0600670007011,06067007011,1,1,1,1,1,1,1,1
G0600670007012,06067007012,G0600670007012,06067007012,1,1,1,1,1,1,1,1
G0600670007013,06067007013,G0600670007013,06067007013,1,1,1,1,1,1,1,1
G0600670007014,06067007014,G0600670007023,06067007023,0.642863259,0.6765186598,0.6713195608,0.6883040936,0.6547664261,0.6522978269,0.7363872083,0.5907859079
G0600670007014,06067007014,G0600670007024,06067007024,0.357136741,0.3234813402,0.3286804392,0.3116959064,0.3452335739,0.3477021731,0.2636127917,0.4092140921
G0600670007015,06067007015,G0600670007016,06067007016,0.0185790873,0.004809571,0.0052456178,0.0058563834,0.0056411648,0.005700528,0.011105742,0.0010161588
G0600670007015,06067007015,G0600670007017,06067007017,0.015265454,0.0047304505,0.0051593241,0.0057600422,0.0055483642,0.0056067508,0.0109230456,0.0009994424
G0600670007015,06067007015,G0600670007025,06067007025,0.2323372353,0.6617970782,0.6550823099,0.6263463132,0.6194647202,0.627688172,0.5997876858,0.6361185984
G0600670007015,06067007015,G0600670007026,06067007026,0.7338182234,0.3286629003,0.3345127481,0.3620372613,0.3693457508,0.3610045492,0.3781835266,0.3618658004
G0600670007016,06067007016,G0600670007016,06067007016,1,1,1,1,1,1,1,1
G0600670007017,06067007017,G0600670007010,06067007010,0.0001119109,0,0,0,0,0,0,0
G0600670007017,06067007017,G0600670007016,06067007016,0.0002162416,0,0,0,0,0,0,0
G0600670007017,06067007017,G0600670007017,06067007017,0.99965145,1,1,1,1,1,1,1
G0600670007017,06067007017,G0600670007020,06067007020,0.0000203975,0,0,0,0,0,0,0
G0600670007018,06067007018,G0600670007011,06067007011,0.001811801,0,0,0,0,0,0,0
G0600670007018,06067007018,G0600670007025,06067007025,0.0000215075,0,0,0,0,0,0,0
G0600670007018,06067007018,G0600670007027,06067007027,0.5240092069,0.3773362188,0.3978467702,0.3720930233,0.4528214616,0.4537236332,0.1112804878,0.6015936255
G0600670007018,06067007018,G0600670007028,06067007028,0.4741574846,0.6226637812,0.6021532298,0.6279069767,0.5471785384,0.5462763668,0.8887195122,0.3984063745
G0600670007019,06067007019,G0600670007011,06067007011,0.0091554387,0,0,0,0,0,0,0
G0600670007019,06067007019,G0600670007019,06067007019,0.9908445613,1,1,1,1,1,1,1
G0600670007019,06067007019,G0600670007027,06067007027,0,0,0,0,0,0,0,0
G0600670007019,06067007019,G0600670007028,06067007028,0,0,0,0,0,0,0,0
G0600670007020,06067007020,G0600670007020,06067007020,1,1,1,1,1,1,1,1
G0600670007101,06067007101,G0600670007101,06067007101,1,1,1,1,1,1,1,1
G0600670007102,06067007102,G0600670007108,06067007108,0.6255869322,0.5378735233,0.4755752212,0.4835933297,0.408839779,0.4093789607,0.4420459878,0.3163398693
G0600670007102,06067007102,G0600670007109,06067007109,0.3744130678,0.4621264767,0.5244247788,0.5164066703,0.591160221,0.5906210393,0.5579540122,0.6836601307
G0600670007103,06067007103,G0600670007103,06067007103,0.9874651671,1,1,1,1,0.9994040524,1,1
G0600670007103,06067007103,G0600670007108,06067007108,0.0058740792,0,0,0,0,0.0005959476,0,0
G0600670007103,06067007103,G0600670007110,06067007110,0.0066607537,0,0,0,0,0,0,0
G0600670007104,06067007104,G0600670007108,06067007108,0.00019151,0,0,0,0,0,0,0
G0600670007104,06067007104,G0600670007110,06067007110,0.5039297761,0.5104695019,0.5207066869,0.4970884066,0.5212169736,0.524838832,0.525175961,0.509984639
G0600670007104,06067007104,G0600670007111,06067007111,0.4958787139,0.4895304981,0.4792933131,0.5029115934,0.4787830264,0.475161168,0.474824039,0.490015361
G0600670007105,06067007105,G0600670007105,06067007105,0.9632894425,0.9998112151,0.999805734,0.9998043652,0.9998068617,0.999809641,0.9997736787,0.9998741319
G0600670007105,06067007105,G0600670007106,06067007106,0.0367105575,0.0001887849,0.000194266,0.0001956348,0.0001931383,0.000190359,0.0002263213,0.0001258681
G0600670007105,06067007105,G0600670007109,06067007109,0,0,0,0,0,0,0,0
G0600670007105,06067007105,G0600670007110,06067007110,0,0,0,0,0,0,0,0
G0600670007106,06067007106,G0600670007103,06067007103,0,0,0,0,0,0,0,0
G0600670007106,06067007106,G0600670007106,06067007106,1,1,1,1,1,1,1,1
G0600670007106,06067007106,G0600670007110,06067007110,0,0,0,0,0,0,0,0
G0600670007107,06067007107,G0600670007101,06067007101,0.0178406228,0,0,0,0,0,0,0
G0600670007107,06067007107,G0600670007107,06067007107,0.9791681364,1,1,1,1,1,1,1
G0600670007107,06067007107,G0600670007108,06067007108,0.0029912408,0,0,0,0,0,0,0
G0600670007202,06067007202,G0600670007202,06067007202,0.977512401,1,1,1,1,1,1,1
G0600670007202,06067007202,G0600670007208,06067007208,0.022487599,0,0,0,0,0,0,0
G0600670007204,06067007204,G0600670007204,06067007204,0.9893409997,1,1,1,1,1,1,1
G0600670007204,06067007204,G0600670007301,06067007301,0.0106590003,0,0,0,0,0,0,0
G0600670007206,06067007206,G0600670007206,06067007206,1,1,1,1,1,1,1,1
G0600670007207,06067007207,G0600670007207,06067007207,1,1,1,1,1,1,1,1
G0600670007208,06067007208,G0600670007208,06067007208,0.9996338948,1,1,1,1,1,1,1
G0600670007208,06067007208,G0600670007209,06067007209,0.0003661052,0,0,0,0,0,0,0
G0600670007209,06067007209,G0600670007209,06067007209,1,1,1,1,1,1,1,1
G0600670007301,06067007301,G0600670006400,06067006400,0.0021926374,0,0,0,0,0,0,0
G0600670007301,06067007301,G0600670007202,06067007202,0.008522196,0.0004306632,0.000307787,0.0009615385,0.0006839945,0.0006079027,0.0015432099,0
