tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0600770005108,06077005108,G0600770005108,06077005108,1,1,1,1,1,1,1,1
G0600770005109,06077005109,G0600770005109,06077005109,1,1,1,1,1,1,1,1
G0600770005110,06077005110,G0600770005109,06077005109,0.0000306562,0.0000691191,0.0000657382,0.00006807,0.0000648109,0.0000643537,0.0000787956,0.0000410138
G0600770005110,06077005110,G0600770005140,06077005140,0.7011964631,0.5436189889,0.5482825664,0.5349119611,0.5507109005,0.5564409031,0.5470278405,0.556978233
G0600770005110,06077005110,G0600770005141,06077005141,0.2987728807,0.456311892,0.4516516954,0.4650199689,0.4492242886,0.4434947432,0.452893364,0.4429807532
G0600770005113,06077005113,G0600770005138,06077005138,0.4706032086,0.4571150097,0.4687362395,0.4500322373,0.517053206,0.5189281157,0.4193112762,0.7186629526
G0600770005113,06077005113,G0600770005139,06077005139,0.5293967914,0.5428849903,0.5312637605,0.5499677627,0.482946794,0.4810718843,0.5806887238,0.2813370474
G0600770005114,06077005114,G0600770005136,06077005136,0.1647303971,0.3999481932,0.4083031803,0.4029930518,0.3821942446,0.3739940703,0.4413542926,0.2105263158
G0600770005114,06077005114,G0600770005137,06077005137,0.8319635629,0.6000518068,0.5916968197,0.5970069482,0.6178057554,0.6260059297,0.5586457074,0.7894736842
G0600770005114,06077005114,G0600770005140,06077005140,0.0033060399,0,0,0,0,0,0,0
G0600770005119,06077005119,G0600770005119,06077005119,1,1,1,1,1,1,1,1
G0600770005122,06077005122,G0600770005122,06077005122,1,1,1,1,1,1,1,1
G0600770005123,06077005123,G0600770005123,06077005123,1,1,1,1,1,1,1,1
G0600770005124,06077005124,G0600770005124,06077005124,1,1,1,1,1,1,1,1
G0600770005125,06077005125,G0600770005125,06077005125,1,1,1,1,1,1,1,1
G0600770005126,06077005126,G0600770005126,06077005126,1,1,1,1,1,1,1,1
G0600770005127,06077005127,G0600770005119,06077005119,0.0191715466,0,0,0,0,0,0,0
G0600770005127,06077005127,G0600770005127,06077005127,0.9808284534,1,1,1,1,1,1,1
G0600770005129,06077005129,G0600770005119,06077005119,0.0132007718,0,0,0,0,0,0,0
G0600770005129,06077005129,G0600770005129,06077005129,0.9867992282,1,1,1,1,1,1,1
G0600770005130,06077005130,G0600770005130,06077005130,1,1,1,1,1,1,1,1
G0600770005131,06077005131,G0600770005131,06077005131,1,1,1,1,1,1,1,1
G0600770005132,06077005132,G0600770005132,06077005132,1,1,1,1,1,1,1,1
G0600770005133,06077005133,G0600770005133,06077005133,1,1,1,1,1,1,1,1
G0600770005134,06077005134,G0600770005134,06077005134,1,1,1,1,1,1,1,1
G0600770005135,06077005135,G0600770005119,06077005119,0.0009744555,0.0000354207,0.0000400473,0.0000256887,0.0000303539,0.0000298526,0.0000224283,0.0000707524
G0600770005135,06077005135,G0600770005134,06077005134,0.0000607067,0.000552589,0.0004519503,0.0004869633,0.0004883226,0.0004672157,0.0003944736,0.0009666921
G0600770005135,06077005135,G0600770005135,06077005135,0.9989648378,0.9994119904,0.9995080024,0.9994873479,0.9994813234,0.9995029317,0.9995830981,0.9989625555
G0600770005202,06077005202,G0600770005214,06077005214,0.9627222851,0.4322447114,0.4358791202,0.415974906,0.4463516241,0.4468354335,0.3935076897,0.6348243474
G0600770005202,06077005202,G0600770005215,06077005215,0.0372777149,0.5677552886,0.5641208798,0.584025094,0.5536483759,0.5531645665,0.6064923103,0.3651756526
G0600770005206,06077005206,G0600770005213,06077005213,0.0000675437,0,0,0,0,0,0,0
G0600770005206,06077005206,G0600770005221,06077005221,0.0441640595,0.2502910078,0.2460281109,0.2492033974,0.2555545896,0.2638065429,0.2800663334,0.1798583734
G0600770005206,06077005206,G0600770005222,06077005222,0.0341337351,0.2217422367,0.2176610167,0.2235908989,0.2236001475,0.2294810082,0.2204780406,0.2332417169
G0600770005206,06077005206,G0600770005223,06077005223,0.3793688249,0.1427877479,0.1418644502,0.1380884123,0.1390420178,0.1438285056,0.1386617163,0.1402164504
G0600770005206,06077005206,G0600770005224,06077005224,0.028052193,0.2838505987,0.2783908864,0.2805320435,0.2690490861,0.253264668,0.2558455682,0.3098236776
G0600770005206,06077005206,G0600770005225,06077005225,0.5124901925,0.1013284089,0.1160555358,0.1085852479,0.112754159,0.1096192753,0.1049483415,0.1368597817
G0600770005206,06077005206,G0600770005310,06077005310,0.0004917638,0,0,0,0,0,0,0
G0600770005206,06077005206,G0600770005311,06077005311,0.0004032841,0,0,0,0,0,0,0
G0600770005206,06077005206,G0600770005312,06077005312,0.0008284034,0,0,0,0,0,0,0
G0600770005207,06077005207,G0600770005211,06077005211,0.0308927197,0.3615368012,0.3607019064,0.341047503,0.3368707483,0.3381074169,0.3175906913,0.411686587
G0600770005207,06077005207,G0600770005212,06077005212,0.0858682958,0.4538456004,0.4476819757,0.4576735688,0.4514285714,0.4534526854,0.4668035592,0.3917662683
G0600770005207,06077005207,G0600770005213,06077005213,0.8832389845,0.1846175984,0.1916161179,0.2012789281,0.2117006803,0.2084398977,0.2156057495,0.1965471448
G0600770005208,06077005208,G0600770005208,06077005208,0.9990130653,1,1,1,1,1,1,1
G0600770005208,06077005208,G0600770005220,06077005220,0.0009869347,0,0,0,0,0,0,0
G0600770005209,06077005209,G0600770005219,06077005219,0.6148081852,0.6942257218,0.6750056857,0.6907654921,0.6663146779,0.6585487078,0.7019294744,0.5294117647
G0600770005209,06077005209,G0600770005220,06077005220,0.3851918148,0.3057742782,0.3249943143,0.3092345079,0.3336853221,0.3414512922,0.2980705256,0.4705882353
G0600770005210,06077005210,G0600770005208,06077005208,0.0005380953,0,0,0,0,0,0,0
G0600770005210,06077005210,G0600770005216,06077005216,0.4246051717,0.373130412,0.3846565805,0.3767746633,0.371310695,0.3699820252,0.4190155658,0.2248062016
G0600770005210,06077005210,G0600770005217,06077005217,0.3791473901,0.2789294149,0.2737983666,0.2890425919,0.2821326563,0.2819053325,0.3075305006,0.2041343669
G0600770005210,06077005210,G0600770005218,06077005218,0.192543932,0.3479401732,0.3415450529,0.3341827448,0.3465566487,0.3481126423,0.2734539335,0.5710594315
G0600770005210,06077005210,G0600770005219,06077005219,0.0031654109,0,0,0,0,0,0,0
G0600770005302,06077005302,G0600770005309,06077005309,0.5673349451,0.4539726448,0.4605516357,0.4548969072,0.4743529412,0.4759194396,0.4689655172,0.4829268293
G0600770005302,06077005302,G0600770005310,06077005310,0.4326650549,0.5460273552,0.5394483643,0.5451030928,0.5256470588,0.5240805604,0.5310344828,0.5170731707
G0600770005303,06077005303,G0600770005303,06077005303,0.9930453202,0.9995739242,0.9993924666,0.9990610329,0.9993442623,0.9994040524,0.9980430528,1
G0600770005303,06077005303,G0600770005309,06077005309,0.0069546798,0.0004260758,0.0006075334,0.0009389671,0.0006557377,0.0005959476,0.0019569472,0
G0600770005305,06077005305,G0600770005311,06077005311,0.3815563609,0.4739030023,0.4663774403,0.4512922465,0.4796875,0.4757665678,0.273255814,0.7195945946
G0600770005305,06077005305,G0600770005312,06077005312,0.6184436391,0.5260969977,0.5336225597,0.5487077535,0.5203125,0.5242334322,0.726744186,0.2804054054
G0600770005307,06077005307,G0600770005307,06077005307,0.9999549026,1,1,1,1,1,1,1
G0600770005307,06077005307,G0600770005308,06077005308,0.0000450974,0,0,0,0,0,0,0
G0600770005308,06077005308,G0600770005308,06077005308,1,1,1,1,1,1,1,1
G0600770005403,06077005403,G0600770005403,06077005403,1,1,1,1,1,1,1,1
G0600770005405,06077005405,G0600770005405,06077005405,1,1,1,1,1,1,1,1
G0600770005406,06077005406,G0600770005406,06077005406,1,1,1,1,1,1,1,1
G0600770005501,06077005501,G0600770005106,06077005106,0,0,0,0,0,0,0,0
G0600770005501,06077005501,G0600770005503,06077005503,0.9928331587,0.3089314263,0.2714214518,0.9753017666,0.9747034864,0.9673023912,0.9900797986,0.9285745498
G0600770005501,06077005501,G0600770980000,06077980000,0.0071668413,0.6910685737,0.7285785482,0.0246982334,0.0252965136,0.0326976088,0.0099202014,0.0714254502
G0600770005502,06077005502,G0600770005502,06077005502,1,1,1,1,1,1,1,1
G0600790010002,06079010002,G0600790010016,06079010016,0.0000002527,0.0000000606,0.0000000655,0.0000000791,0.0000000536,0.0000000389,0.0000000464,0.0000000781
G0600790010002,06079010002,G0600790010017,06079010017,0.9999997473,0.9999999394,0.9999999345,0.9999999209,0.9999999464,0.9999999611,0.9999999536,0.9999999219
G0600790010016,06079010016,G0600790010016,06079010016,0.9996428696,1,1,1,1,1,1,1
G0600790010016,06079010016,G0600790010017,06079010017,0.0003571304,0,0,0,0,0,0,0
G0600790010101,06079010101,G0600790010101,06079010101,0.9905668735,0.9653305015,0.9648401858,0.961875741,0.9689887596,0.9685885222,0.9615402033,0.9866666667
G0600790010101,06079010101,G0600790010104,06079010104,0.0094331265,0.0346694985,0.0351598142,0.038124259,0.0310112404,0.0314114778,0.0384597967,0.0133333333
G0600790010102,06079010102,G0600790010101,06079010101,0.0199514683,0.0070207753,0.0069571912,0.0056122832,0.0050377793,0.004672209,0.0045841453,0.0051925182
G0600790010102,06079010102,G0600790010103,06079010103,0.6049669624,0.5638861067,0.5935701528,0.5684079602,0.6134518748,0.6204301075,0.7218844985,0.5764644894
G0600790010102,06079010102,G0600790010104,06079010104,0.3750815693,0.429093118,0.399472656,0.4259797566,0.3815103459,0.3748976835,0.2735313563,0.4183429924
G0600790010201,06079010201,G0600790010206,06079010206,0.1013040714,0.4535166882,0.4414499905,0.4475806452,0.4175782724,0.4133522727,0.4266917293,0.3804971319
G0600790010201,06079010201,G0600790010207,06079010207,0.8982424368,0.54647158,0.5585355759,0.552410509,0.5824040739,0.5866290305,0.5733000235,0.6194469405
G0600790010201,06079010201,G0600790010302,06079010302,0.0004534918,0.0000117319,0.0000144335,0.0000088458,0.0000176538,0.0000186968,0.0000082472,0.0000559276
G0600790010202,06079010202,G0600790010202,06079010202,1,1,1,1,1,1,1,1
G0600790010204,06079010204,G0600790010204,06079010204,1,1,1,1,1,1,1,1
G0600790010205,06079010205,G0600790010205,06079010205,1,1,1,1,1,1,1,1
G0600790010300,06079010300,G0600790010204,06079010204,0.0000087062,0,0,0,0,0,0,0
G0600790010300,06079010300,G0600790010207,06079010207,0.0000606546,0.0000005673,0.0000005831,0.0000006348,0.0000005779,0.0000005181,0.0000003232,0.0000013223
G0600790010300,06079010300,G0600790010301,06079010301,0.6258367181,0.4026685253,0.385504611,0.3974264706,0.3779637378,0.3788447112,0.3803818794,0.3708971554
G0600790010300,06079010300,G0600790010302,06079010302,0.0562737034,0.3005072491,0.3138064049,0.3117640711,0.3305433551,0.3263310648,0.323474031,0.3512021788
G0600790010300,06079010300,G0600790010303,06079010303,0.3178202177,0.2968236583,0.3006884011,0.2908088235,0.2914923291,0.2948237059,0.2961437664,0.2778993435
G0600790010403,06079010403,G0600790010403,06079010403,1,1,1,1,1,1,1,1
G0600790010404,06079010404,G0600790010404,06079010404,0.9559477931,0.9998009663,0.9998400762,0.9997650253,0.999847746,0.9997723739,1,0.9995009736
G0600790010404,06079010404,G0600790013000,06079013000,0.0440522069,0.0001990337,0.0001599238,0.0002349747,0.000152254,0.0002276261,0,0.0004990264
G0600790010503,06079010503,G0600790010505,06079010505,0.4486960148,0.6097866947,0.6149325707,0.5794115195,0.6231351025,0.6048231097,0.6056181064,0.6468759024
G0600790010503,06079010503,G0600790010506,06079010506,0.5513039852,0.3902133053,0.3850674293,0.4205884805,0.3768648975,0.3951768903,0.3943818936,0.3531240976
G0600790010504,06079010504,G0600790010504,06079010504,1,1,1,1,1,1,1,1
G0600790010602,06079010602,G0600790010602,06079010602,1,1,1,1,1,1,1,1
G0600790010603,06079010603,G0600790010602,06079010602,0.0015082934,0.0071744037,0.0082441585,0.0071730103,0.0090913026,0.0067326019,0.0162668268,0.004177405
G0600790010603,06079010603,G0600790010603,06079010603,0.9984917066,0.9928255963,0.9917558415,0.9928269897,0.9909086974,0.9932673981,0.9837331732,0.995822595
G0600790010701,06079010701,G0600790010701,06079010701,1,1,1,1,1,1,1,1
G0600790010703,06079010703,G0600790010703,06079010703,1,1,1,1,1,1,1,1
G0600790010707,06079010707,G0600790010602,06079010602,0,0,0,0,0,0,0,0
G0600790010707,06079010707,G0600790010603,06079010603,0,0,0,0,0,0,0,0
G0600790010707,06079010707,G0600790010701,06079010701,0,0,0,0,0,0,0,0
G0600790010707,06079010707,G0600790010707,06079010707,1,1,1,1,1,1,1,1
G0600790010707,06079010707,G0600790013000,06079013000,0,0,0,0,0,0,0,0
G0600790010901,06079010901,G0600790010902,06079010902,0.0016818707,0,0,0,0,0,0,0
G0600790010901,06079010901,G0600790010903,06079010903,0.1001858794,0.6801073252,0.6818782431,0.4493056599,0.9420443005,0.9474761687,0.1632793365,0.9806529625
G0600790010901,06079010901,G0600790010904,06079010904,0.8965819772,0.3069103452,0.3088008514,0.0506943401,0.0095686028,0.0096133836,0.0318426148,0.0084643289
G0600790010901,06079010901,G0600790011201,06079011201,0.0015502727,0.0129823296,0.0093209055,0.5,0.0483870968,0.0429104478,0.8048780488,0.0108827086
G0600790010902,06079010902,G0600790010902,06079010902,1,1,1,1,1,1,1,1
G0600790011001,06079011001,G0600790011001,06079011001,0.9997813467,0.9999937401,0.9999937588,0.9999920631,0.9999936869,0.999994015,0.9999891834,0.999998252
G0600790011001,06079011001,G0600790011002,06079011002,0.0002186533,0.0000062599,0.0000062412,0.0000079369,0.0000063131,0.000005985,0.0000108166,0.000001748
G0600790011002,06079011002,G0600790011001,06079011001,0.0000040992,0,0,0,0,0,0,0
G0600790011002,06079011002,G0600790011002,06079011002,0.9999959008,1,1,1,1,1,1,1
G0600790011101,06079011101,G0600790011101,06079011101,1,1,1,1,1,1,1,1
G0600790011102,06079011102,G0600790011104,06079011104,0.4874512723,0.2884727911,0.3005780347,0.2241594022,0.2796227962,0.2840122982,0.2790697674,0.2798400914
G0600790011102,06079011102,G0600790011105,06079011105,0.5125487277,0.7115272089,0.6994219653,0.7758405978,0.7203772038,0.7159877018,0.7209302326,0.7201599086
G0600790011103,06079011103,G0600790011103,06079011103,1,1,1,1,1,1,1,1
G0600790011200,06079011200,G0600790011201,06079011201,0.5038147529,0.547110809,0.5463715748,0.5590339893,0.5370801463,0.526513963,0.5383319292,0.5362637363
G0600790011200,06079011200,G0600790011202,06079011202,0.4961852471,0.452889191,0.4536284252,0.4409660107,0.4629198537,0.473486037,0.4616680708,0.4637362637
G0600790011300,06079011300,G0600790011300,06079011300,1,1,1,1,1,1,1,1
G0600790011400,06079011400,G0600790011201,06079011201,0.0520651182,0.0027924294,0.0027924294,1,1,1,0.0037197768,1
G0600790011400,06079011400,G0600790011400,06079011400,0.7616050136,0.9972075706,0.9972075706,0,0,0,0.9962802232,0
G0600790011400,06079011400,G0600790011505,06079011505,0.1863298683,0,0,0,0,0,0,0
G0600790011501,06079011501,G0600790011501,06079011501,1,1,1,1,1,1,1,1
G0600790011503,06079011503,G0600790011103,06079011103,0.0000337136,0,0,0,0,0,0,0
G0600790011503,06079011503,G0600790011505,06079011505,0.9999662864,1,1,1,1,1,1,1
G0600790011504,06079011504,G0600790011400,06079011400,0.0000696457,0,0,0,0,0,0,0
G0600790011504,06079011504,G0600790011505,06079011505,0.9999303543,1,1,1,1,1,1,1
G0600790011600,06079011600,G0600790011600,06079011600,1,1,1,1,1,1,1,1
G0600790011701,06079011701,G0600790011705,06079011705,0.0742601981,0.2922576145,0.2967567568,0.2762738854,0.3233009709,0.3659722222,0.3538163001,0.2315175097
G0600790011701,06079011701,G0600790011706,06079011706,0.9257398019,0.7077423855,0.7032432432,0.7237261146,0.6766990291,0.6340277778,0.6461836999,0.7684824903
G0600790011704,06079011704,G0600790011704,06079011704,1,1,1,1,1,1,1,1
G0600790011800,06079011800,G0600790011800,06079011800,1,1,1,1,1,1,1,1
G0600790011901,06079011901,G0600790011901,06079011901,0.9978801328,1,1,1,1,1,1,1
G0600790011901,06079011901,G0600790011903,06079011903,0.0021198672,0,0,0,0,0,0,0
G0600790011902,06079011902,G0600790011903,06079011903,0.3329234977,0.1932080049,0.1997485463,0.1837627613,0.2175595238,0.2227171492,0.2091577162,0.2269013199
G0600790011902,06079011902,G0600790011904,06079011904,0.6647651578,0.8067919951,0.8002514537,0.8162372387,0.7824404762,0.7772828508,0.7908422838,0.7730986801
G0600790011902,06079011902,G0600790012001,06079012001,0.0023113445,0,0,0,0,0,0,0
G0600790012000,06079012000,G0600790011903,06079011903,0.0067057834,0.0073411115,0.0065808768,0.0080195636,0.0064652856,0.0068637422,0.0088766509,0.0041641259
G0600790012000,06079012000,G0600790011904,06079011904,0.000224786,0.0002653144,0.0002774987,0.0002802442,0.0003348611,0.0003171536,0,0.0006544181
G0600790012000,06079012000,G0600790012001,06079012001,0.3514236313,0.3451327434,0.3485226059,0.3505328099,0.3357766143,0.3268803554,0.4160114367,0.2592087312
G0600790012000,06079012000,G0600790012002,06079012002,0.6416457994,0.6472608307,0.6446190186,0.6411673823,0.6574232391,0.6659387487,0.5751119124,0.7359727247
G0600790012102,06079012102,G0600790012102,06079012102,0.9996445391,0.9999170892,0.9999359543,0.9998657882,0.9999123126,0.9998863292,0.9999004235,0.9999216654
G0600790012102,06079012102,G0600790012201,06079012201,0.0003554609,0.0000829108,0.0000640457,0.0001342118,0.0000876874,0.0001136708,0.0000995765,0.0000783346
G0600790012200,06079012200,G0600790012201,06079012201,0.6230479152,0.4560079727,0.4508735675,0.4429530201,0.4488475536,0.4779831933,0.3614649682,0.5390304026
G0600790012200,06079012200,G0600790012202,06079012202,0.3769520848,0.5439920273,0.5491264325,0.5570469799,0.5511524464,0.5220168067,0.6385350318,0.4609695974
G0600790012302,06079012302,G0600790012302,06079012302,1,1,1,1,1,1,1,1
G0600790012304,06079012304,G0600790012305,06079012305,0.212622013,0.6504355595,0.6622228268,0.6639035418,0.6692220329,0.6538554508,0.6919675755,0.5928217822
G0600790012304,06079012304,G0600790012306,06079012306,0.787377987,0.3495644405,0.3377771732,0.3360964582,0.3307779671,0.3461445492,0.3080324245,0.4071782178
G0600790012401,06079012401,G0600790012405,06079012405,0.382863598,0.5142727685,0.5133632671,0.5037641154,0.5007656968,0.5014677104,0.5280649926,0.4396694215
G0600790012401,06079012401,G0600790012406,06079012406,0.617136402,0.4857272315,0.4866367329,0.4962358846,0.4992343032,0.4985322896,0.4719350074,0.5603305785
G0600790012402,06079012402,G0600790012403,06079012403,0.4635903,0.3962844894,0.413989486,0.3892430279,0.3975371014,0.4005997001,0.4394329897,0.2812872467
G0600790012402,06079012402,G0600790012404,06079012404,0.5364097,0.6037155106,0.586010514,0.6107569721,0.6024628986,0.5994002999,0.5605670103,0.7187127533
G0600790012502,06079012502,G0600790012502,06079012502,0.9994169465,1,1,1,1,1,1,1
G0600790012502,06079012502,G0600790013100,06079013100,0.0005830535,0,0,0,0,0,0,0
G0600790012503,06079012503,G0600790012503,06079012503,0.9939179578,1,1,1,1,1,1,1
G0600790012503,06079012503,G0600790013100,06079013100,0.0060820422,0,0,0,0,0,0,0
G0600790012505,06079012505,G0600790012505,06079012505,0.9655200004,1,1,1,1,1,1,1
G0600790012505,06079012505,G0600790013100,06079013100,0.0344799996,0,0,0,0,0,0,0
G0600790012600,06079012600,G0600790012601,06079012601,0.6689955885,0.783908636,0.787654321,0.7786296119,0.7876643074,0.7863057325,0.747347145,0.8684210526
G0600790012600,06079012600,G0600790012602,06079012602,0.3310044115,0.216091364,0.212345679,0.2213703881,0.2123356926,0.2136942675,0.252652855,0.1315789474
G0600790012702,06079012702,G0600290003303,06029003303,0.000022967,0,0,0,0,0,0,0
G0600790012702,06079012702,G0600290004500,06029004500,0.0000000878,0,0,0,0,0,0,0
G0600790012702,06079012702,G0600790012601,06079012601,0.0000000066,0.0000012356,0.0000013224,0.0000013277,0.0000012989,0.0000012182,0.0000016958,0.0000002384
G0600790012702,06079012702,G0600790012705,06079012705,0.0885988109,0.81375722,0.8153763903,0.8306186233,0.8052403229,0.7737051422,0.8270050838,0.7470955112
G0600790012702,06079012702,G0600790012708,06079012708,0.9113425953,0.1862415445,0.1846222872,0.169380049,0.1947583782,0.2262936396,0.1729932204,0.2529042504
G0600790012702,06079012702,G0600790013100,06079013100,0.0000355324,0,0,0,0,0,0,0
G0600790012704,06079012704,G0600790010016,06079010016,0.0042094557,0.0008092486,0.0010221963,0.0007782101,0.0011936735,0.001115138,0.0007032349,0.0039447732
G0600790012704,06079012704,G0600790010302,06079010302,0.0000530343,0,0,0,0,0,0,0
G0600790012704,06079012704,G0600790012705,06079012705,0.000018178,0,0,0,0,0,0,0
G0600790012704,06079012704,G0600790012706,06079012706,0.79169753,0.4889017341,0.5153329439,0.5280155642,0.5064159952,0.5104544187,0.5365682138,0.3372781065
G0600790012704,06079012704,G0600790012707,06079012707,0.204021802,0.5102890173,0.4836448598,0.4712062257,0.4923903312,0.4884304433,0.4627285513,0.6587771203
G0600790012800,06079012800,G0600790012503,06079012503,0.0252611616,0.0122088716,0.0101924742,0.1501691203,0.1445478163,0.1484024248,0,0.159002598
G0600790012800,06079012800,G0600790013100,06079013100,0.9747388384,0.9877911284,0.9898075258,0.8498308797,0.8554521837,0.8515975752,1,0.840997402
G0600790012900,06079012900,G0600790012503,06079012503,0.0000001251,0,0,0,0,0,0,0
G0600790012900,06079012900,G0600790012505,06079012505,0.0000812374,0,0,0,0,0,0,0
G0600790012900,06079012900,G0600790012705,06079012705,0.0000014615,0,0,0,0,0,0,0
G0600790012900,06079012900,G0600790013100,06079013100,0.999917176,1,1,1,1,1,1,1
G0600790013000,06079013000,G0600790010403,06079010403,0.0000012074,0,0,0,0,0,0,0
G0600790013000,06079013000,G0600790013000,06079013000,0.9999987926,1,1,1,1,1,1,1
G0600790990000,06079990000,G0600790011600,06079011600,0.0040161248,0.0040161248,0.0040161248,0.0040161248,0.0040161248,0.0040161248,0.0040161248,0.0040161248
G0600790990000,06079990000,G0600790990000,06079990000,0.9959838752,0.9959838752,0.9959838752,0.9959838752,0.9959838752,0.9959838752,0.9959838752,0.9959838752
G0600810600100,06081600100,G0600810600100,06081600100,0.9940036076,0.9985578904,0.9987195903,0.9983249581,0.9990167158,0.999076639,0.998470948,1
G0600810600100,06081600100,G0600810600200,06081600200,0.0000481956,0.0014421096,0.0012804097,0.0016750419,0.0009832842,0.000923361,0.001529052,0
G0600810600100,06081600100,G0600810600502,06081600502,0.0020201874,0,0,0,0,0,0,0
G0600810600100,06081600100,G0600810602002,06081602002,0.0006368509,0,0,0,0,0,0,0
G0600810600100,06081600100,G0600810602300,06081602300,0.0032911585,0,0,0,0,0,0,0
G0600810600200,06081600200,G0600810600100,06081600100,0.0189954437,0,0,0,0,0,0,0
G0600810600200,06081600200,G0600810600200,06081600200,0.9810045563,1,1,1,1,1,1,1
G0600810600300,06081600300,G0600810600300,06081600300,1,1,1,1,1,1,1,1
G0600810600401,06081600401,G0600810600401,06081600401,1,1,1,1,1,1,1,1
G0600810600402,06081600402,G0600810600402,06081600402,1,1,1,1,1,1,1,1
G0600810600500,06081600500,G0600810600501,06081600501,0.409817362,0.4965739621,0.4916314455,0.5151331719,0.5380663241,0.5406741573,0.440564636,0.7031446541
G0600810600500,06081600500,G0600810600502,06081600502,0.5894539078,0.5034260379,0.5083685545,0.4848668281,0.4619336759,0.4593258427,0.559435364,0.2968553459
G0600810600500,06081600500,G0600810601302,06081601302,0.0007287302,0,0,0,0,0,0,0
G0600810600600,06081600600,G0600810600600,06081600600,1,1,1,1,1,1,1,1
G0600810600700,06081600700,G0600810600701,06081600701,0.6335778568,0.6498414376,0.6499755342,0.6452028332,0.6554455446,0.6289449955,0.6266924565,0.6855983773
G0600810600700,06081600700,G0600810600702,06081600702,0.3658986083,0.3501585624,0.3500244658,0.3547971668,0.3445544554,0.3710550045,0.3733075435,0.3144016227
G0600810600700,06081600700,G0600810600900,06081600900,0.0005235348,0,0,0,0,0,0,0
G0600810600800,06081600800,G0600810600702,06081600702,0.0279927888,0,0,0,0,0,0,0
G0600810600800,06081600800,G0600810600800,06081600800,0.9720072112,1,1,1,1,1,1,1
G0600810600900,06081600900,G0600750060400,06075060400,0.0003349723,0.0004914608,0.0006059296,0.0005244649,0.0003811329,0.0003669512,0.0004887271,0
G0600810600900,06081600900,G0600810600701,06081600701,0.0068508038,0,0,0,0,0,0,0
G0600810600900,06081600900,G0600810600800,06081600800,0.0075634264,0,0,0,0,0,0,0
G0600810600900,06081600900,G0600810600900,06081600900,0.9852507975,0.9995085392,0.9993940704,0.9994755351,0.9996188671,0.9996330488,0.9995112729,1
G0600810601000,06081601000,G0600810601000,06081601000,0.9995077065,1,1,1,1,1,1,1
G0600810601000,06081601000,G0600810602900,06081602900,0.0004922935,0,0,0,0,0,0,0
G0600810601100,06081601100,G0600810601100,06081601100,1,1,1,1,1,1,1,1
G0600810601200,06081601200,G0600810600800,06081600800,0.0084992433,0.0140108786,0.0154164557,0.0150904023,0.0146589018,0.0141959891,0.024067698,0.0037655621
G0600810601200,06081601200,G0600810601100,06081601100,0.0002838975,0.0003160841,0.0003243485,0.0003356537,0.000335083,0.0003384885,0.0005275955,0.0001121953
G0600810601200,06081601200,G0600810601200,06081601200,0.9910051991,0.9851659267,0.9837474879,0.9840156653,0.984487983,0.9849459321,0.9746001506,0.9959359424
G0600810601200,06081601200,G0600810601400,06081601400,0.0002116602,0.0005071107,0.000511708,0.0005582787,0.0005180323,0.0005195903,0.0008045559,0.0001863002
G0600810601300,06081601300,G0600810601301,06081601301,0.4622545426,0.5104214498,0.5157869355,0.495635311,0.5147088706,0.499707433,0.5599022652,0.4961771153
G0600810601300,06081601300,G0600810601302,06081601302,0.5267476012,0.4895785502,0.4842130645,0.504364689,0.4852911294,0.500292567,0.4400977348,0.5038228847
G0600810601300,06081601300,G0600810601601,06081601601,0.0109978562,0,0,0,0,0,0,0
G0600810601400,06081601400,G0600810601400,06081601400,1,1,1,1,1,1,1,1
G0600810601501,06081601501,G0600810601501,06081601501,1,1,1,1,1,1,1,1
G0600810601502,06081601502,G0600810601502,06081601502,1,1,1,1,1,1,1,1
G0600810601601,06081601601,G0600810600502,06081600502,0.0001814369,0.0034566194,0.0029965753,0.0029368576,0.0019665683,0.0018867925,0.0031201248,0
G0600810601601,06081601601,G0600810601302,06081601302,0.000630497,0.0520528374,0.0506622052,0.0579280036,0.054454558,0.0547504761,0,0.1472879933
G0600810601601,06081601601,G0600810601601,06081601601,0.9991164746,0.9443828522,0.9462078504,0.9390295644,0.943437485,0.9432270783,0.9967303252,0.8525845313
G0600810601601,06081601601,G0600810601901,06081601901,0.0000715915,0.000107691,0.000133369,0.0001055744,0.0001413887,0.0001356531,0.00014955,0.0001274755
G0600810601603,06081601603,G0600810601603,06081601603,0.9683893706,0.9919435211,0.9917212953,0.9919581158,0.9881548116,0.9876208488,0.9949585847,0.9762681028
G0600810601603,06081601603,G0600810601700,06081601700,0.0316106294,0.0080564789,0.0082787047,0.0080418842,0.0118451884,0.0123791512,0.0050414153,0.0237318972
G0600810601604,06081601604,G0600810601604,06081601604,0.9952900379,0.9941458715,0.9942101822,0.9947049601,0.9937499923,0.9936248904,0.9940507445,0.9931220218
G0600810601604,06081601604,G0600810601700,06081601700,0.0047099621,0.0058541285,0.0057898178,0.0052950399,0.0062500077,0.0063751096,0.0059492555,0.0068779782
G0600810601605,06081601605,G0600810601605,06081601605,1,1,1,1,1,1,1,1
G0600810601700,06081601700,G0600810601603,06081601603,0.007143681,0.001010459,0.0009346826,0.0009832805,0.0009500206,0.0009487658,0.0009568605,0.0009172372
